product_id,product_code,product_name,category,subcategory,brand,brand_segment,unit_price,margin_pct,unit_cost
201,PROD_201,EasyCare Durable Pillows 201,Textile,Pillows,EasyCare,Budget,71.02,0.28,51.13
202,PROD_202,GreenLeaf Organic Pillows 202,Textile,Pillows,GreenLeaf,Standard,51.96,0.33,34.81
203,PROD_203,FreshWay Eco-Friendly Pillows 203,Textile,Pillows,FreshWay,Budget,49.04,0.26,36.29
204,PROD_204,UrbanHome Organic Pillows 204,Textile,Pillows,UrbanHome,Premium,61.78,0.28,44.48
205,PROD_205,SmartHome Comfort Pillows 205,Textile,Pillows,SmartHome,Standard,70.73,0.25,53.05
206,PROD_206,PureLife Eco-Friendly Personal Care 206,Bathroom,Personal Care,PureLife,Standard,17.26,0.34,11.39
207,PROD_207,HomePro Lightweight Personal Care 207,Bathroom,Personal Care,HomePro,Standard,26.74,0.39,16.31
208,PROD_208,CleanMax Premium Personal Care 208,Bathroom,Personal Care,CleanMax,Budget,13.78,0.28,9.92
209,PROD_209,GreenLeaf Premium Personal Care 209,Bathroom,Personal Care,GreenLeaf,Standard,23.78,0.4,14.27
210,PROD_210,BrightHome Essential Personal Care 210,Bathroom,Personal Care,BrightHome,Standard,54.45,0.34,35.94
211,PROD_211,FreshWay Essential Personal Care 211,Bathroom,Personal Care,FreshWay,Budget,11.57,0.24,8.79
212,PROD_212,NovaHouse Essential Personal Care 212,Bathroom,Personal Care,NovaHouse,Premium,8.31,0.37,5.24
213,PROD_213,UrbanHome Premium Personal Care 213,Bathroom,Personal Care,UrbanHome,Premium,18.8,0.37,11.84
214,PROD_214,FamilyPlus Durable Personal Care 214,Bathroom,Personal Care,FamilyPlus,Budget,34.21,0.4,20.53
215,PROD_215,FamilyPlus Premium Personal Care 215,Bathroom,Personal Care,FamilyPlus,Budget,34.04,0.34,22.47
216,PROD_216,PrimeHouse Ergonomic Personal Care 216,Bathroom,Personal Care,PrimeHouse,Premium,26.83,0.26,19.85
217,PROD_217,NovaHouse Professional Personal Care 217,Bathroom,Personal Care,NovaHouse,Premium,51.64,0.3,36.15
218,PROD_218,FamilyPlus Eco-Friendly Personal Care 218,Bathroom,Personal Care,FamilyPlus,Budget,33.11,0.21,26.16
219,PROD_219,GreenLeaf Compact Bath Accessories 219,Bathroom,Bath Accessories,GreenLeaf,Standard,24.75,0.38,15.35
220,PROD_220,HomePro Essential Bath Accessories 220,Bathroom,Bath Accessories,HomePro,Standard,27.24,0.39,16.62
221,PROD_221,ComfortLine Comfort Bath Accessories 221,Bathroom,Bath Accessories,ComfortLine,Standard,34.73,0.3,24.31
222,PROD_222,FreshWay Organic Bath Accessories 222,Bathroom,Bath Accessories,FreshWay,Budget,9.25,0.25,6.94
223,PROD_223,SmartHome Professional Bath Accessories 223,Bathroom,Bath Accessories,SmartHome,Standard,25.56,0.29,18.15
224,PROD_224,UrbanHome Multi-Purpose Bath Accessories 224,Bathroom,Bath Accessories,UrbanHome,Premium,45.62,0.33,30.57
225,PROD_225,NovaHouse Compact Bath Accessories 225,Bathroom,Bath Accessories,NovaHouse,Premium,42.66,0.39,26.02
226,PROD_226,NovaHouse Modern Bath Accessories 226,Bathroom,Bath Accessories,NovaHouse,Premium,45.0,0.23,34.65
227,PROD_227,HomePro Advanced Bath Accessories 227,Bathroom,Bath Accessories,HomePro,Standard,44.67,0.29,31.72
228,PROD_228,CleanMax Durable Bath Accessories 228,Bathroom,Bath Accessories,CleanMax,Budget,12.5,0.37,7.88
229,PROD_229,FamilyPlus Modern Bath Accessories 229,Bathroom,Bath Accessories,FamilyPlus,Budget,15.02,0.26,11.11
230,PROD_230,FreshWay Multi-Purpose Bath Accessories 230,Bathroom,Bath Accessories,FreshWay,Budget,13.23,0.38,8.2
231,PROD_231,ComfortLine Durable Bath Accessories 231,Bathroom,Bath Accessories,ComfortLine,Standard,32.82,0.33,21.99
232,PROD_232,NovaHouse Durable Shower Products 232,Bathroom,Shower Products,NovaHouse,Premium,46.46,0.26,34.38
233,PROD_233,PrimeHouse Essential Shower Products 233,Bathroom,Shower Products,PrimeHouse,Premium,67.57,0.3,47.3
234,PROD_234,DailyChoice Essential Shower Products 234,Bathroom,Shower Products,DailyChoice,Budget,19.4,0.25,14.55
235,PROD_235,EcoLiving Multi-Purpose Shower Products 235,Bathroom,Shower Products,EcoLiving,Budget,23.64,0.3,16.55
236,PROD_236,UrbanHome Modern Shower Products 236,Bathroom,Shower Products,UrbanHome,Premium,54.84,0.36,35.1
237,PROD_237,EasyCare Comfort Shower Products 237,Bathroom,Shower Products,EasyCare,Budget,16.02,0.36,10.25
238,PROD_238,ComfortLine Organic Shower Products 238,Bathroom,Shower Products,ComfortLine,Standard,35.99,0.39,21.95
239,PROD_239,FreshWay Classic Shower Products 239,Bathroom,Shower Products,FreshWay,Budget,6.95,0.31,4.8
240,PROD_240,SmartHome Advanced Shower Products 240,Bathroom,Shower Products,SmartHome,Standard,23.55,0.21,18.6
241,PROD_241,UrbanHome Essential Shower Products 241,Bathroom,Shower Products,UrbanHome,Premium,54.58,0.22,42.57
242,PROD_242,FreshWay Organic Shower Products 242,Bathroom,Shower Products,FreshWay,Budget,38.38,0.35,24.95
243,PROD_243,HomePro Eco-Friendly Shower Products 243,Bathroom,Shower Products,HomePro,Standard,39.4,0.24,29.94
244,PROD_244,HomePro Smart Shower Products 244,Bathroom,Shower Products,HomePro,Standard,7.65,0.31,5.28
245,PROD_245,PureLife Eco-Friendly Toilet Accessories 245,Bathroom,Toilet Accessories,PureLife,Standard,44.25,0.23,34.07
246,PROD_246,PureLife Modern Toilet Accessories 246,Bathroom,Toilet Accessories,PureLife,Standard,22.86,0.33,15.32
247,PROD_247,PureLife Professional Toilet Accessories 247,Bathroom,Toilet Accessories,PureLife,Standard,22.92,0.27,16.73
248,PROD_248,NovaHouse Professional Toilet Accessories 248,Bathroom,Toilet Accessories,NovaHouse,Premium,58.89,0.36,37.69
249,PROD_249,EasyCare Modern Toilet Accessories 249,Bathroom,Toilet Accessories,EasyCare,Budget,7.86,0.21,6.21
250,PROD_250,BrightHome Essential Toilet Accessories 250,Bathroom,Toilet Accessories,BrightHome,Standard,5.16,0.27,3.77
251,PROD_251,PrimeHouse Essential Toilet Accessories 251,Bathroom,Toilet Accessories,PrimeHouse,Premium,7.67,0.36,4.91
252,PROD_252,FreshWay Advanced Toilet Accessories 252,Bathroom,Toilet Accessories,FreshWay,Budget,34.29,0.24,26.06
253,PROD_253,HomePro Classic Toilet Accessories 253,Bathroom,Toilet Accessories,HomePro,Standard,29.7,0.28,21.38
254,PROD_254,PureLife Ergonomic Toilet Accessories 254,Bathroom,Toilet Accessories,PureLife,Standard,26.66,0.37,16.8
255,PROD_255,PureLife Professional Toilet Accessories 255,Bathroom,Toilet Accessories,PureLife,Standard,49.77,0.38,30.86
256,PROD_256,HomePro Organic Toilet Accessories 256,Bathroom,Toilet Accessories,HomePro,Standard,13.98,0.28,10.07
257,PROD_257,CleanMax Classic Toilet Accessories 257,Bathroom,Toilet Accessories,CleanMax,Budget,19.62,0.38,12.16
258,PROD_258,DailyChoice Compact Cleaning Tools 258,Bathroom,Cleaning Tools,DailyChoice,Budget,13.89,0.22,10.83
259,PROD_259,EcoLiving Modern Cleaning Tools 259,Bathroom,Cleaning Tools,EcoLiving,Budget,36.0,0.32,24.48
260,PROD_260,FreshWay Comfort Cleaning Tools 260,Bathroom,Cleaning Tools,FreshWay,Budget,13.86,0.24,10.53
261,PROD_261,HomePro Durable Cleaning Tools 261,Bathroom,Cleaning Tools,HomePro,Standard,23.66,0.35,15.38
262,PROD_262,FamilyPlus Multi-Purpose Cleaning Tools 262,Bathroom,Cleaning Tools,FamilyPlus,Budget,39.95,0.27,29.16
263,PROD_263,ComfortLine Eco-Friendly Cleaning Tools 263,Bathroom,Cleaning Tools,ComfortLine,Standard,38.96,0.25,29.22
264,PROD_264,HomePro Classic Cleaning Tools 264,Bathroom,Cleaning Tools,HomePro,Standard,34.74,0.33,23.28
265,PROD_265,PrimeHouse Ergonomic Cleaning Tools 265,Bathroom,Cleaning Tools,PrimeHouse,Premium,49.17,0.23,37.86
266,PROD_266,ComfortLine Multi-Purpose Cleaning Tools 266,Bathroom,Cleaning Tools,ComfortLine,Standard,41.64,0.34,27.48
267,PROD_267,CleanMax Multi-Purpose Cleaning Tools 267,Bathroom,Cleaning Tools,CleanMax,Budget,12.99,0.31,8.96
268,PROD_268,UrbanHome Eco-Friendly Cleaning Tools 268,Bathroom,Cleaning Tools,UrbanHome,Premium,38.54,0.37,24.28
269,PROD_269,PrimeHouse Organic Cleaning Tools 269,Bathroom,Cleaning Tools,PrimeHouse,Premium,13.86,0.39,8.45
270,PROD_270,EasyCare Professional Cleaning Tools 270,Bathroom,Cleaning Tools,EasyCare,Budget,19.17,0.26,14.19
271,PROD_271,CleanMax Multi-Purpose Boxes 271,Storage,Boxes,CleanMax,Budget,61.32,0.35,39.86
272,PROD_272,BrightHome Multi-Purpose Boxes 272,Storage,Boxes,BrightHome,Standard,70.6,0.27,51.54
273,PROD_273,HomePro Professional Boxes 273,Storage,Boxes,HomePro,Standard,44.92,0.37,28.3
274,PROD_274,PrimeHouse Lightweight Boxes 274,Storage,Boxes,PrimeHouse,Premium,76.89,0.35,49.98
275,PROD_275,UrbanHome Classic Boxes 275,Storage,Boxes,UrbanHome,Premium,81.54,0.45,44.85
276,PROD_276,FamilyPlus Lightweight Boxes 276,Storage,Boxes,FamilyPlus,Budget,31.25,0.32,21.25
277,PROD_277,DailyChoice Premium Boxes 277,Storage,Boxes,DailyChoice,Budget,14.1,0.35,9.17
278,PROD_278,UrbanHome Professional Boxes 278,Storage,Boxes,UrbanHome,Premium,70.53,0.34,46.55
279,PROD_279,CleanMax Multi-Purpose Boxes 279,Storage,Boxes,CleanMax,Budget,16.91,0.36,10.82
280,PROD_280,FamilyPlus Modern Boxes 280,Storage,Boxes,FamilyPlus,Budget,40.22,0.32,27.35
281,PROD_281,CleanMax Professional Boxes 281,Storage,Boxes,CleanMax,Budget,52.59,0.44,29.45
282,PROD_282,NovaHouse Compact Boxes 282,Storage,Boxes,NovaHouse,Premium,47.22,0.36,30.22
283,PROD_283,UrbanHome Classic Boxes 283,Storage,Boxes,UrbanHome,Premium,27.96,0.44,15.66
284,PROD_284,UrbanHome Ergonomic Shelving 284,Storage,Shelving,UrbanHome,Premium,113.26,0.32,77.02
285,PROD_285,UrbanHome Smart Shelving 285,Storage,Shelving,UrbanHome,Premium,53.59,0.42,31.08
286,PROD_286,UrbanHome Smart Shelving 286,Storage,Shelving,UrbanHome,Premium,22.38,0.42,12.98
287,PROD_287,EasyCare Smart Shelving 287,Storage,Shelving,EasyCare,Budget,53.6,0.44,30.02
288,PROD_288,PrimeHouse Smart Shelving 288,Storage,Shelving,PrimeHouse,Premium,30.84,0.31,21.28
289,PROD_289,UrbanHome Multi-Purpose Shelving 289,Storage,Shelving,UrbanHome,Premium,116.37,0.43,66.33
290,PROD_290,BrightHome Classic Shelving 290,Storage,Shelving,BrightHome,Standard,28.56,0.3,19.99
291,PROD_291,BrightHome Organic Shelving 291,Storage,Shelving,BrightHome,Standard,71.91,0.28,51.78
292,PROD_292,ComfortLine Smart Shelving 292,Storage,Shelving,ComfortLine,Standard,39.53,0.26,29.25
293,PROD_293,UrbanHome Essential Shelving 293,Storage,Shelving,UrbanHome,Premium,61.91,0.29,43.96
294,PROD_294,BrightHome Professional Shelving 294,Storage,Shelving,BrightHome,Standard,58.5,0.43,33.35
295,PROD_295,UrbanHome Organic Shelving 295,Storage,Shelving,UrbanHome,Premium,91.11,0.36,58.31
296,PROD_296,FamilyPlus Professional Shelving 296,Storage,Shelving,FamilyPlus,Budget,19.25,0.34,12.7
297,PROD_297,PureLife Organic Organizers 297,Storage,Organizers,PureLife,Standard,27.97,0.35,18.18
298,PROD_298,ComfortLine Smart Organizers 298,Storage,Organizers,ComfortLine,Standard,32.88,0.44,18.41
299,PROD_299,BrightHome Durable Organizers 299,Storage,Organizers,BrightHome,Standard,62.36,0.28,44.9
300,PROD_300,NovaHouse Organic Organizers 300,Storage,Organizers,NovaHouse,Premium,60.21,0.44,33.72
301,PROD_301,ComfortLine Essential Organizers 301,Storage,Organizers,ComfortLine,Standard,39.4,0.26,29.16
302,PROD_302,SmartHome Smart Organizers 302,Storage,Organizers,SmartHome,Standard,51.22,0.43,29.2
303,PROD_303,FamilyPlus Eco-Friendly Organizers 303,Storage,Organizers,FamilyPlus,Budget,14.21,0.41,8.38
304,PROD_304,ComfortLine Comfort Organizers 304,Storage,Organizers,ComfortLine,Standard,36.54,0.43,20.83
305,PROD_305,UrbanHome Eco-Friendly Organizers 305,Storage,Organizers,UrbanHome,Premium,63.98,0.35,41.59
306,PROD_306,FamilyPlus Compact Organizers 306,Storage,Organizers,FamilyPlus,Budget,59.45,0.28,42.8
307,PROD_307,NovaHouse Classic Organizers 307,Storage,Organizers,NovaHouse,Premium,122.06,0.42,70.79
308,PROD_308,BrightHome Modern Organizers 308,Storage,Organizers,BrightHome,Standard,26.95,0.34,17.79
309,PROD_309,NovaHouse Durable Organizers 309,Storage,Organizers,NovaHouse,Premium,121.44,0.29,86.22
310,PROD_310,UrbanHome Comfort Hangers 310,Storage,Hangers,UrbanHome,Premium,98.06,0.42,56.87
311,PROD_311,BrightHome Professional Hangers 311,Storage,Hangers,BrightHome,Standard,34.55,0.45,19.0
312,PROD_312,ComfortLine Organic Hangers 312,Storage,Hangers,ComfortLine,Standard,82.1,0.33,55.01
313,PROD_313,NovaHouse Eco-Friendly Hangers 313,Storage,Hangers,NovaHouse,Premium,91.25,0.39,55.66
314,PROD_314,FreshWay Compact Hangers 314,Storage,Hangers,FreshWay,Budget,9.0,0.45,4.95
315,PROD_315,HomePro Lightweight Hangers 315,Storage,Hangers,HomePro,Standard,70.86,0.3,49.6
316,PROD_316,FreshWay Smart Hangers 316,Storage,Hangers,FreshWay,Budget,37.95,0.37,23.91
317,PROD_317,DailyChoice Classic Hangers 317,Storage,Hangers,DailyChoice,Budget,58.24,0.36,37.27
318,PROD_318,PrimeHouse Classic Hangers 318,Storage,Hangers,PrimeHouse,Premium,81.2,0.36,51.97
319,PROD_319,UrbanHome Compact Hangers 319,Storage,Hangers,UrbanHome,Premium,22.36,0.45,12.3
320,PROD_320,PureLife Eco-Friendly Hangers 320,Storage,Hangers,PureLife,Standard,28.06,0.32,19.08
321,PROD_321,SmartHome Modern Hangers 321,Storage,Hangers,SmartHome,Standard,68.47,0.36,43.82
322,PROD_322,EcoLiving Comfort Hangers 322,Storage,Hangers,EcoLiving,Budget,18.54,0.42,10.75
323,PROD_323,GreenLeaf Organic Containers 323,Storage,Containers,GreenLeaf,Standard,34.8,0.31,24.01
324,PROD_324,NovaHouse Modern Containers 324,Storage,Containers,NovaHouse,Premium,91.22,0.27,66.59
325,PROD_325,NovaHouse Essential Containers 325,Storage,Containers,NovaHouse,Premium,53.37,0.37,33.62
326,PROD_326,UrbanHome Ergonomic Containers 326,Storage,Containers,UrbanHome,Premium,79.06,0.37,49.81
327,PROD_327,UrbanHome Comfort Containers 327,Storage,Containers,UrbanHome,Premium,91.11,0.41,53.75
328,PROD_328,SmartHome Ergonomic Containers 328,Storage,Containers,SmartHome,Standard,52.7,0.41,31.09
329,PROD_329,SmartHome Ergonomic Containers 329,Storage,Containers,SmartHome,Standard,22.4,0.28,16.13
330,PROD_330,DailyChoice Professional Containers 330,Storage,Containers,DailyChoice,Budget,61.03,0.28,43.94
331,PROD_331,DailyChoice Lightweight Containers 331,Storage,Containers,DailyChoice,Budget,14.93,0.39,9.11
332,PROD_332,EcoLiving Eco-Friendly Containers 332,Storage,Containers,EcoLiving,Budget,46.54,0.26,34.44
333,PROD_333,DailyChoice Comfort Containers 333,Storage,Containers,DailyChoice,Budget,39.88,0.29,28.31
334,PROD_334,PureLife Durable Containers 334,Storage,Containers,PureLife,Standard,40.1,0.25,30.08
335,PROD_335,PrimeHouse Smart Containers 335,Storage,Containers,PrimeHouse,Premium,87.48,0.43,49.86
336,PROD_336,PrimeHouse Modern Plant Care 336,Garden,Plant Care,PrimeHouse,Premium,58.76,0.45,32.32
337,PROD_337,PrimeHouse Compact Plant Care 337,Garden,Plant Care,PrimeHouse,Premium,22.29,0.49,11.37
338,PROD_338,NovaHouse Eco-Friendly Plant Care 338,Garden,Plant Care,NovaHouse,Premium,15.47,0.26,11.45
339,PROD_339,PrimeHouse Premium Plant Care 339,Garden,Plant Care,PrimeHouse,Premium,161.32,0.39,98.41
340,PROD_340,NovaHouse Essential Plant Care 340,Garden,Plant Care,NovaHouse,Premium,156.86,0.5,78.43
341,PROD_341,PureLife Lightweight Plant Care 341,Garden,Plant Care,PureLife,Standard,110.09,0.34,72.66
342,PROD_342,FamilyPlus Durable Plant Care 342,Garden,Plant Care,FamilyPlus,Budget,94.69,0.45,52.08
343,PROD_343,ComfortLine Smart Plant Care 343,Garden,Plant Care,ComfortLine,Standard,67.68,0.32,46.02
344,PROD_344,HomePro Eco-Friendly Plant Care 344,Garden,Plant Care,HomePro,Standard,119.74,0.33,80.23
345,PROD_345,UrbanHome Multi-Purpose Plant Care 345,Garden,Plant Care,UrbanHome,Premium,135.51,0.26,100.28
346,PROD_346,NovaHouse Modern Plant Care 346,Garden,Plant Care,NovaHouse,Premium,112.12,0.49,57.18
347,PROD_347,DailyChoice Organic Plant Care 347,Garden,Plant Care,DailyChoice,Budget,78.0,0.42,45.24
348,PROD_348,EcoLiving Organic Plant Care 348,Garden,Plant Care,EcoLiving,Budget,56.1,0.31,38.71
349,PROD_349,CleanMax Lightweight Garden Tools 349,Garden,Garden Tools,CleanMax,Budget,19.19,0.28,13.82
350,PROD_350,HomePro Durable Garden Tools 350,Garden,Garden Tools,HomePro,Standard,20.43,0.5,10.21
351,PROD_351,UrbanHome Organic Garden Tools 351,Garden,Garden Tools,UrbanHome,Premium,127.75,0.31,88.15
352,PROD_352,GreenLeaf Classic Garden Tools 352,Garden,Garden Tools,GreenLeaf,Standard,68.92,0.43,39.28
353,PROD_353,FreshWay Ergonomic Garden Tools 353,Garden,Garden Tools,FreshWay,Budget,72.94,0.36,46.68
354,PROD_354,PureLife Lightweight Garden Tools 354,Garden,Garden Tools,PureLife,Standard,113.86,0.28,81.98
355,PROD_355,FamilyPlus Essential Garden Tools 355,Garden,Garden Tools,FamilyPlus,Budget,93.58,0.31,64.57
356,PROD_356,CleanMax Lightweight Garden Tools 356,Garden,Garden Tools,CleanMax,Budget,73.51,0.25,55.13
357,PROD_357,ComfortLine Smart Garden Tools 357,Garden,Garden Tools,ComfortLine,Standard,89.18,0.5,44.59
358,PROD_358,BrightHome Multi-Purpose Garden Tools 358,Garden,Garden Tools,BrightHome,Standard,10.99,0.43,6.26
359,PROD_359,SmartHome Comfort Garden Tools 359,Garden,Garden Tools,SmartHome,Standard,110.22,0.31,76.05
360,PROD_360,EcoLiving Smart Garden Tools 360,Garden,Garden Tools,EcoLiving,Budget,44.71,0.27,32.64
361,PROD_361,DailyChoice Durable Garden Tools 361,Garden,Garden Tools,DailyChoice,Budget,59.6,0.43,33.97
362,PROD_362,GreenLeaf Professional Outdoor Decor 362,Garden,Outdoor Decor,GreenLeaf,Standard,48.57,0.42,28.17
363,PROD_363,NovaHouse Durable Outdoor Decor 363,Garden,Outdoor Decor,NovaHouse,Premium,22.08,0.28,15.9
364,PROD_364,NovaHouse Smart Outdoor Decor 364,Garden,Outdoor Decor,NovaHouse,Premium,28.17,0.5,14.09
365,PROD_365,FamilyPlus Compact Outdoor Decor 365,Garden,Outdoor Decor,FamilyPlus,Budget,16.16,0.49,8.24
366,PROD_366,GreenLeaf Advanced Outdoor Decor 366,Garden,Outdoor Decor,GreenLeaf,Standard,19.74,0.38,12.24
367,PROD_367,SmartHome Organic Outdoor Decor 367,Garden,Outdoor Decor,SmartHome,Standard,34.39,0.47,18.23
368,PROD_368,DailyChoice Lightweight Outdoor Decor 368,Garden,Outdoor Decor,DailyChoice,Budget,69.38,0.46,37.47
369,PROD_369,SmartHome Durable Outdoor Decor 369,Garden,Outdoor Decor,SmartHome,Standard,50.36,0.43,28.71
370,PROD_370,SmartHome Smart Outdoor Decor 370,Garden,Outdoor Decor,SmartHome,Standard,59.66,0.29,42.36
371,PROD_371,UrbanHome Essential Outdoor Decor 371,Garden,Outdoor Decor,UrbanHome,Premium,99.23,0.46,53.58
372,PROD_372,FreshWay Classic Outdoor Decor 372,Garden,Outdoor Decor,FreshWay,Budget,19.87,0.43,11.33
373,PROD_373,NovaHouse Comfort Outdoor Decor 373,Garden,Outdoor Decor,NovaHouse,Premium,41.05,0.31,28.32
374,PROD_374,PrimeHouse Ergonomic Outdoor Decor 374,Garden,Outdoor Decor,PrimeHouse,Premium,110.82,0.47,58.73
375,PROD_375,PureLife Premium Watering 375,Garden,Watering,PureLife,Standard,100.14,0.3,70.1
376,PROD_376,FamilyPlus Lightweight Watering 376,Garden,Watering,FamilyPlus,Budget,92.17,0.27,67.28
377,PROD_377,HomePro Smart Watering 377,Garden,Watering,HomePro,Standard,69.31,0.37,43.67
378,PROD_378,NovaHouse Organic Watering 378,Garden,Watering,NovaHouse,Premium,72.41,0.45,39.83
379,PROD_379,GreenLeaf Eco-Friendly Watering 379,Garden,Watering,GreenLeaf,Standard,41.13,0.26,30.44
380,PROD_380,ComfortLine Premium Watering 380,Garden,Watering,ComfortLine,Standard,53.62,0.41,31.64
381,PROD_381,UrbanHome Comfort Watering 381,Garden,Watering,UrbanHome,Premium,156.49,0.27,114.24
382,PROD_382,NovaHouse Comfort Watering 382,Garden,Watering,NovaHouse,Premium,36.48,0.49,18.6
383,PROD_383,EcoLiving Essential Watering 383,Garden,Watering,EcoLiving,Budget,52.9,0.46,28.57
384,PROD_384,HomePro Lightweight Watering 384,Garden,Watering,HomePro,Standard,103.91,0.28,74.82
385,PROD_385,ComfortLine Professional Watering 385,Garden,Watering,ComfortLine,Standard,54.78,0.36,35.06
386,PROD_386,CleanMax Smart Watering 386,Garden,Watering,CleanMax,Budget,50.24,0.39,30.65
387,PROD_387,UrbanHome Ergonomic Watering 387,Garden,Watering,UrbanHome,Premium,89.51,0.37,56.39
388,PROD_388,CleanMax Essential Seeds 388,Garden,Seeds,CleanMax,Budget,34.46,0.37,21.71
389,PROD_389,UrbanHome Eco-Friendly Seeds 389,Garden,Seeds,UrbanHome,Premium,77.37,0.43,44.1
390,PROD_390,BrightHome Premium Seeds 390,Garden,Seeds,BrightHome,Standard,103.2,0.37,65.02
391,PROD_391,BrightHome Compact Seeds 391,Garden,Seeds,BrightHome,Standard,29.06,0.37,18.31
392,PROD_392,NovaHouse Comfort Seeds 392,Garden,Seeds,NovaHouse,Premium,27.2,0.34,17.95
393,PROD_393,FamilyPlus Comfort Seeds 393,Garden,Seeds,FamilyPlus,Budget,82.13,0.29,58.31
394,PROD_394,DailyChoice Lightweight Seeds 394,Garden,Seeds,DailyChoice,Budget,72.7,0.35,47.26
395,PROD_395,EasyCare Professional Seeds 395,Garden,Seeds,EasyCare,Budget,28.77,0.32,19.56
396,PROD_396,DailyChoice Premium Seeds 396,Garden,Seeds,DailyChoice,Budget,48.79,0.47,25.86
397,PROD_397,HomePro Smart Seeds 397,Garden,Seeds,HomePro,Standard,82.34,0.25,61.76
398,PROD_398,UrbanHome Premium Seeds 398,Garden,Seeds,UrbanHome,Premium,120.59,0.28,86.82
399,PROD_399,GreenLeaf Organic Seeds 399,Garden,Seeds,GreenLeaf,Standard,83.12,0.3,58.18
400,PROD_400,EcoLiving Comfort Seeds 400,Garden,Seeds,EcoLiving,Budget,83.86,0.46,45.28
